Feature	Cluster
Leucosporidiaceae	64
G-protein-coupled receptor (GPCR) system in Actinobacteria	64
Mannosylglucosylglycerate synthesis	64
Rosaceae	64
Sparassidaceae	64
Bondarzewiaceae	64
Bolbitiaceae	64
Hapalosiphonaceae	64
Salinarimonadaceae	64
mag_11	64
Devosiaceae	64
Polyporaceae	64
Psychidae	64
Mycenaceae	64
Estrildidae	64
Phanerochaetaceae	64
Nodosilineaceae	64
Hirundinidae	64
Pinaceae	64
Tricholomataceae	64
Pisolithaceae	64
Sporulation proteins SpoIIIAA-SpoIIIAH	64
Coniophoraceae	64
RNA polymerase, archaeal	64
Physalacriaceae	64
Caulimoviridae	64
Anguillidae	64
Armadillidiidae	65
Chromulinivoraceae	65
Gelatoporiaceae	65
Cyperaceae	65
mag_37718	65
Hydrocharitaceae	65
Caulerpaceae	65
mag_3121	65
Volvocaceae	65
Cladosporiaceae	65
Mycobacteriaceae	65
mag_38007	65
mag_15904	65
mag_38876	65
mag_3024	65
Desulfuromonadaceae	65
mag_37909	65
Dasyatidae	65
Acanthamoebidae	65
mag_42099	65
Schizoparmaceae	65
Adenoviridae	65
Deferrisomataceae	65
Lacipirellulaceae	65
Litorivicinaceae	65
Clavichlamydiaceae	65
Bartonellaceae	65
Casimicrobiaceae	65
Coenobitidae	65
Umbelopsidaceae	65
mag_38838	65
Dixoniellaceae	65
Taeniidae	65
mag_27	65
Tachyglossidae	65
Verrucomicrobia subdivision 6	65
Usitatibacteraceae	65
Noctilucaceae	65
Amphiacanthidae	65
mag_38008	65
mag_38030	65
Ichneumonidae	65
Stratiomyidae	65
mag_46075	65
Elephantidae	65
mag_37780	65
Raineyaceae	65
mag_41105	65
Lauraceae	65
mag_104	65
Nitrosopumilaceae	65
Phaeocystaceae	65
mag_38052	65
mag_45001	65
Fervidobacteriaceae	65
Physeteridae	66
Esocidae	66
mag_37823	66
mag_38528	66
mag_41235	66
Methanofastidiosaceae	66
mag_3041	66
mag_54	66
Gongylonematidae	66
Streptolysin S	66
Aminobacteriaceae	66
Dugesiidae	66
mag_38061	66
mag_37634	66
mag_38300	66
Pleuronectidae	66
Prometheoarchaeaceae	66
Trombidiidae	66
mag_2949	66
mag_128	66
mag_281	66
mag_38029	66
mag_37786	66
Geoemydidae	66
Trombiculidae	66
mag_3214	66
Danionidae	66
mag_3046	66
mag_38294	66
Polyascidae	66
mag_41019	66
mag_41704	66
mag_2910	66
mag_38605	66
Passeridae	66
mag_38984	66
Urticaceae	66
mag_1140	66
mag_38910	66
mag_356	66
Halomagnusviridae	66
mag_38627	66
mag_37702	66
mag_4916	66
mag_38191	66
mag_37875	66
Verbenaceae	66
mag_39637	66
mag_38602	66
Stephanosporaceae	66
Azoamicaceae	66
Chaseviridae	66
Oocystaceae	66
mag_41204	66
Tepidiformaceae	66
mag_38738	66
mag_38832	66
mag_2912	66
mag_41908	66
Auribacteraceae	66
mag_37727	66
mag_38758	66
Laspinemataceae	66
Petrachlorosaceae	66
mag_38206	66
mag_38588	66
mag_38494	67
Felidae	67
mag_41107	67
mag_3216	67
Nephropidae	67
mag_38330	67
mag_48436	67
mag_39872	67
mag_41400	67
mag_42680	67
mag_42016	67
Bodonidae	67
Resistance to Vancomycin and Teicoplanin	67
mag_38745	67
mag_38183	67
Thiohalospiraceae	67
mag_39016	67
mag_44979	67
mag_38199	67
mag_323	67
mag_37642	67
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-1)	68
ESAT-6 proteins secretion system in Firmicutes and Actinobacteria	68
ESAT-6 protein secretion system in Mycobacteria (locus ESX-5)	68
YoeB-YefM toxin-antitoxin system	68
Cyclonatronaceae	69
Toxin-antitoxin replicon stabilization systems	69
mag_84	69
Mesoaciditogaceae	69
Bignoniaceae	69
Odontellaceae	69
mag_95	69
Methanoperedenaceae	69
Nitrososphaeraceae	69
Mugilidae	70
mag_295	70
Fiersviridae	70
mag_39891	70
mag_39419	70
mag_38437	70
mag_2923	70
mag_42760	70
Desulfurisporaceae	70
mag_37692	70
mag_38658	70
mag_87	70
mag_38718	70
Gelechiidae	70
Xenococcaceae	70
mag_3043	70
Paulinellidae	70
mag_40621	70
Lophiostomataceae	70
mag_38685	70
mag_38837	70
mag_249	70
mag_3049	70
Phycomycetaceae	70
mag_38405	70
mag_38613	70
Majidae	70
O-methyl phosphoramidate modification in capsular polysaccharide	70
Gloniaceae	70
mag_183	70
Hyaluronate utilization	71
mag_43412	71
mag_38776	71
Mrakiaceae	71
mag_38232	71
Xenocyprididae	71
Cavosteliaceae	71
mag_42160	71
Arginine decarboxylase and Agmatinase cluster	71
Nanosyncoccacae	71
mag_43033	71
Aphanizomenonaceae	71
mag_43533	71
mag_41785	71
Blastocladiaceae	71
mag_40207	72
Helicobacteraceae	72
mag_43105	72
mag_42440	72
mag_38475	72
mag_46328	72
mag_39764	72
Acholeplasmataceae	72
mag_40098	72
mag_38320	72
Nanogingivalaceae	72
mag_37870	72
Nanosynbacteraceae	72
mag_46052	72
mag_517	72
Clostridiaceae	72
mag_41689	72
mag_38105	72
Coccolithaceae	72
mag_11411	72
mag_38100	72
mag_38664	72
mag_38518	72
mag_42104	72
mag_38102	73
mag_37883	73
mag_41431	73
mag_38643	73
mag_40333	73
mag_43630	73
mag_37989	73
mag_38248	73
mag_40344	73
mag_37808	73
mag_39921	73
mag_45979	73
Neisseriaceae	73
mag_37790	73
mag_3033	73
mag_39365	73
mag_37898	73
mag_42638	73
mag_38561	73
mag_38593	73
mag_37940	73
mag_2983	73
mag_41587	73
mag_38227	73
mag_37923	73
mag_37799	73
mag_38018	73
mag_6163	73
mag_37695	73
mag_37621	73
mag_41216	73
mag_38931	73
mag_38504	73
mag_40822	73
mag_37879	73
mag_45108	73
Inoviridae	73
mag_40738	73
mag_44399	73
DNA sulfur modification cluster	73
mag_39806	73
mag_38458	73
mag_38314	73
mag_39307	73
mag_37739	73
Yeguiaceae	73
mag_40645	73
mag_41042	73
Didymellaceae	74
mag_41523	74
mag_92	74
Orbaceae	74
Colletidae	74
Callorhinchidae	74
Desulfovibrionaceae	74
Thermoanaerobacteraceae	74
Moritellaceae	74
Saprospiraceae	74
Dictyobacteraceae	74
Metamycoplasmataceae	74
Sumerlaeaceae	75
mag_40456	75
Microcoleaceae	75
mag_165	75
Thermoflexaceae	75
mag_3054	75
Termititenacaceae	75
mag_39103	75
mag_42624	75
Lineolataceae	75
Poxviridae	75
Sphingidae	75
Absconditicoccaceae	75
Thermoanaerobaculaceae	75
Prasinococcaceae	75
mag_3050	75
Lycaenidae	75
Cionidae	75
Halothecacae	75
mag_52	75
mag_1390	75
mag_351	75
mag_37700	75
mag_39427	75
mag_37800	75
mag_4491	75
mag_38844	75
Araneidae	75
Anabantidae	75
mag_37796	75
mag_38091	75
Micrarchaeaceae	75
Phrymaceae	75
mag_17	75
Thalassarchaeaceae	75
mag_39614	75
Cryptomonadaceae	75
mag_4283	75
mag_26	75
Steigviridae	75
Elaphomycetaceae	75
mag_10010	75
mag_37865	75
Thermostichaceae	75
Gadidae	75
Mesyanzhinovviridae	75
mag_37713	75
mag_1050	75
Bracteacoccaceae	75
mag_38148	75
Vulgatibacteraceae	75
Surirellaceae	75
Caldicoprobacteraceae	75
mag_37894	75
Blenniidae	75
mag_38299	75
mag_39195	75
mag_40040	75
mag_37849	75
Puniceispirillaceae	75
mag_38159	76
Myxinidae	76
mag_37874	76
mag_37927	76
Grammatophoraceae	76
Veneridae	76
Chinchillidae	76
Rickenellaceae	76
Magnaporthaceae	76
mag_38015	76
Otididae	76
mag_37970	76
Tubulinosematidae	76
Ramphastidae	76
Corynesporascaceae	76
Shiraiaceae	76
Megalonychidae	76
Cynocephalidae	76
Toxopneustidae	76
mag_43066	76
mag_38835	76
Haemonchidae	76
mag_41720	76
mag_39039	76
mag_40692	76
Basidiobolaceae	76
Gymnodiniaceae	76
mag_4144	76
mag_42	76
mag_37758	76
mag_273	76
Prochlorococcaceae	76
mag_46	76
mag_37763	76
mag_39117	76
mag_37647	76
Tymoviridae	76
Methanopyraceae	76
mag_39209	76
mag_37625	76
mag_39658	76
mag_10766	76
mag_37779	76
mag_39600	76
mag_318	76
mag_39506	76
mag_39501	76
Arenicellaceae	76
mag_41593	76
mag_19752	76
Sulfhydrogenase	76
mag_289	76
mag_73	76
mag_38800	76
mag_38546	76
SpoVS protein family	76
Peduoviridae	76
mag_3098	76
Coccinellidae	76
mag_37682	76
mag_42257	76
Coronaviridae	76
Hypoviridae	76
mag_38436	76
mag_38444	76
mag_40707	76
Silphidae	76
mag_38370	76
mag_3155	76
Amoebophilaceae	76
mag_41394	76
mag_37818	76
mag_37824	76
mag_3040	76
mag_39212	77
mag_13842	77
mag_42872	77
mag_136	77
Selenomonadaceae	77
Parvicellaceae	77
Cephidae	77
mag_44577	77
mag_39196	77
Kiritimatiellaceae	77
Izemoplasmataceae	77
mag_37725	77
mag_39085	77
mag_39068	77
Rubritaleaceae	77
Sclerodermataceae	77
Chloroflexaceae	77
mag_39329	78
Bacillariaceae	78
mag_37697	78
Calderihabitantaceae	78
Mastigamoebidae	78
mag_38093	78
mag_37781	78
Nanoperiomorbaceae	78
Gottschalkiaceae	78
Pseudomassariaceae	78
mag_37866	78
mag_37733	78
Druskaviridae	78
mag_28155	78
mag_39361	78
Clupeidae	78
mag_35375	78
mag_37738	78
mag_38816	78
Endomicrobiaceae	78
mag_37653	78
mag_43006	78
Methanonatronarchaeaceae	78
Methanococcaceae	78
mag_38854	78
mag_37900	78
Methanollivieraceae	78
mag_37889	78
mag_37740	78
Ferroplasmaceae	78
Ichthyobodonidae	78
Icacinaceae	78
Papillomaviridae	78
mag_39230	78
mag_39268	78
mag_42984	78
Catenulaceae	78
Sagittidae	78
mag_42126	78
Thermotaleaceae	78
mag_6420	78
mag_595	78
Patellidae	78
Geoalkalibacteraceae	78
mag_6248	78
mag_5888	78
mag_1255	78
ESAT-6 proteins secretion system in Mycobacteria (locus ESX-3)	78
mag_1965	78
Gracilariaceae	78
mag_37797	78
Galdieriaceae	78
mag_38457	78
Desulfosudaceae	78
Gigasporaceae	78
mag_38413	78
mag_3027	78
mag_37839	78
mag_37959	78
Halictidae	78
mag_3053	78
Nymphalidae	78
Trichostrongylidae	78
mag_38355	78
mag_42429	78
mag_37826	78
Balanidae	78
mag_3074	78
mag_37943	78
Desulfosalsimonadaceae	78
Natranaerobiaceae	78
mag_39694	78
mag_18239	78
mag_39641	78
Tetraodontidae	78
mag_40844	78
Mycofactocin system cluster	78
mag_37859	78
Treponemataceae	78
Membrane bound hydrogenase Mbh -- gjo	78
mag_39627	78
Membrane bound hydrogenase Mbh	78
Crenotrichaceae	78
mag_38009	78
mag_327	78
mag_19765	78
mag_21212	78
Outer membrane porins in Mycobacteria	78
Rubricoccaceae	78
Bacteriocin resistance related cluster	79
mag_109	79
Elapidae	79
mag_43166	79
Sulfur transport related cluster	79
Inner membrane proteins of MarC family, not involved in antibiotic resistance	79
Trypanosomatidae	79
Sulfurtransferase and Ssec cluster	79
Pyrinomonadaceae	79
Stichopodidae	80
Macrostomidae	80
Vitrellaceae	80
Suidae	80
Saccharospirillaceae	81
Perlucidibacaceae	81
Crambidae	81
Formicidae	81
Porticoccaceae	81
Pseudohongiellaceae	81
Balneatrichaceae	81
Dongiaceae	81
Desulfomicrobiaceae	81
Azospirillaceae	81
Terasakiellaceae	81
Micropepsaceae	81
Symbiodiniaceae	81
GlrKR two-component regulatory system	81
Siderophore Mycobactin	81
mag_37916	82
mag_400	82
mag_6634	82
mag_37631	82
mag_40275	82
Jatrophihabitantaceae	82
mag_49	82
mag_48	82
Camelidae	82
mag_39889	82
Cheirogaleidae	82
mag_37656	82
mag_37891	82
mag_39054	82
mag_101	82
mag_331	82
mag_2989	82
mag_39751	82
mag_3317	82
mag_40008	82
Cholesterol catabolism	82
mag_970	82
mag_38098	82
mag_38655	82
Geomitridae	82
mag_38238	82
Strophariaceae	82
mag_38769	82
mag_38281	82
Chrysiogenaceae	82
Desulfofervidaceae	82
mag_37806	82
Parodontellaceae	82
Desulfobulbaceae	82
Echinostomatidae	82
mag_38391	82
mag_43684	82
Ixodidae	82
Leeiaceae	82
mag_38237	82
Fastidiosibacteraceae	82
Plutellidae	82
mag_37815	82
mag_37709	82
Thiobacillaceae	82
mag_37855	82
Reticulomyxidae	82
Hafniaceae	83
mag_5063	83
Bradymonadaceae	83
mag_60	83
Desulfosarcinaceae	83
Methanoregulaceae	83
Cheloniidae	83
mag_135	83
Wenzhouxiangellaceae	83
mag_40890	83
Salpingoecidae	83
mag_37776	83
mag_2924	83
mag_237	83
mag_3307	83
mag_6356	83
Sedimenticolaceae	83
Spraguidae	83
mag_998	83
mag_38280	83
mag_2960	83
Microdochiaceae	83
mag_304	83
mag_38234	83
Klebsormidiaceae	83
Lingulidae	83
mag_303	83
Phosphonoalanine utilization	83
Phosphonate (phosphite) dehydrogenase	83
Predicted secretion system X	83
Salinicoccaceae	83
mag_40684	83
Photosystem I	83
Sirenicapillariaceae	83
mag_41140	83
Pectinidae	83
mag_40047	83
Bernardetiaceae	83
Solanaceae	83
Priapulidae	83
mag_16	83
mag_41786	84
Borreliaceae	84
mag_42095	84
mag_45595	84
mag_41129	84
mag_38592	84
mag_42078	84
mag_43114	84
mag_43719	84
mag_45741	84
mag_46579	84
mag_39750	84
mag_43801	84
mag_40529	84
mag_38630	84
mag_45667	84
Listeria surface proteins: Internalin-like proteins	84
mag_46396	84
mag_38040	84
mag_45677	84
mag_42812	84
mag_37926	84
mag_39379	84
mag_46707	84
mag_40854	84
mag_37951	84
mag_42628	84
mag_40653	84
mag_47902	84
mag_54866	84
mag_39082	84
mag_44142	84
mag_39025	84
mag_41779	84
mag_40297	84
mag_41524	84
Gemellaceae	84
mag_41357	84
mag_38384	84
mag_40172	84
mag_38972	84
mag_40733	84
mag_44298	84
mag_37712	84
mag_44311	84
mag_44584	84
mag_40736	84
mag_38333	84
mag_44939	84
mag_43961	84
mag_37975	84
mag_42209	84
mag_37789	84
mag_45329	84
Sulfuricellaceae	84
mag_40373	84
mag_46051	84
mag_40583	84
mag_40359	84
mag_41867	84
mag_37986	84
mag_40939	84
mag_38069	84
mag_37928	84
mag_39193	84
mag_39996	84
mag_43410	84
mag_43007	84
mag_43887	84
mag_5011	85
mag_3239	85
mag_7626	85
Hydrogenophilaceae	85
mag_40906	85
mag_3202	85
Glycerol utilization cluster	85
Syntrophotaleaceae	85
mag_46246	85
Schistosomatidae	85
mag_3256	85
mag_366	85
mag_40073	85
mag_42505	85
mag_43301	85
mag_37707	85
mag_36235	85
mag_43726	85
mag_162	85
Euphorbiaceae	85
mag_277	85
mag_25344	85
Oxytrichidae	85
mag_39442	85
Aerosakkonemataceae	85
mag_36	85
mag_41444	85
Polyunsaturated Fatty Acids synthesis	85
mag_19133	85
mag_317	85
Accipitridae	85
mag_38892	85
mag_40501	85
Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems	86
MukBEF Chromosome Condensation	86
Lambdoid phage	86
Periplasmic disulfide interchange	86
Methionine Salvage	86
2-aminophenol Metabolism	86
mag_45924	86
mag_2905	87
Comamonadaceae	87
mRNA 3-end processing factor containing cluster	87
Cyclic Di-GMP Turnover Proteins	87
Paracoccaceae	87
mag_2914	87
Aquaspirillaceae	87
Nitrobacteraceae	87
Hyphomicrobiaceae	87
Anaeromyxobacteraceae	87
mag_20	87
Tripartite multidrug efflux systems (of RND type) AcrAB-TolC and related transporters	87
mag_37677	87
mag_41857	87
Botryosphaeriaceae	87
Lampyridae	87
mag_37679	87
mag_37678	87
Rhodocyclaceae	87
Endozoicomonadaceae	87
Alteromonadaceae	87
Kangiellaceae	87
mag_38031	87
L-rhamnonate utilization cluster	87
Proteorhodopsin	87
Siderophore Aerobactin	87
mag_275	87
mag_274	87
mag_46288	87
Molybdopterin cytosine dinucleotide	87
Aeromonadaceae	87
Rhodanobacteraceae	87
Chromatiaceae	87
Oceanospirillaceae	87
Mu-like phage	87
Cercopithecidae	88
Brucellaceae	88
Methylophilaceae	88
Moraxellaceae	88
Haloarculaceae	88
Myxococcaceae	88
Cebidae	88
mag_3076	88
Methylococcaceae	89
ABC transporter YeiABEF	89
Solirubrobacteraceae	89
Phenylacetyl-CoA catabolic pathway (core)	89
Delphacidae	89
Nitrospiraceae	89
Chloramphenicol resistance	89
Cellvibrionaceae	89
Chattonellaceae	89
Halieaceae	89
Ectothiorhodospiraceae	89
Halothiobacillaceae	89
Chitinibacteraceae	89
tRNA splicing	89
Sphaerotilaceae	89
D-threonate, L-threonate and D-erythronate utilization	89
Burkholderiaceae	89
Xanthobacteraceae	89
Morganellaceae	89
Papaveraceae	90
Tectiviridae	90
Autographiviridae	90
mag_37737	90
Casjensviridae	90
Chenopodiaceae	90
mag_41980	90
Schitoviridae	90
mag_286	90
mag_2029	90
mag_3232	90
Zingiberaceae	90
mag_37701	90
Brassicaceae	90
Rhodothermaceae	90
Psychromonadaceae	90
Weeksellaceae	90
Sphingobacteriaceae	90
Mixiaceae	90
Sugar-phosphate stress regulation	90
Spore germination	90
Cytherideidae	90
Trimorphomycetaceae	90
Balneolaceae	90
Bacteriovoracaceae	90
Malasseziaceae	90
Siderophore Achromobactin	90
Shikimate kinase SK3 cluster	90
Sulfurimonadaceae	90
Caldilineaceae	90
Ktedonobacteraceae	90
Trebouxiaceae	90
Phospholipid and Fatty acid biosynthesis related cluster	90
Leptolyngbyaceae	90
Osmotic stress cluster	90
Psychodidae	90
Pseudobdellovibrionaceae	90
Piedraiaceae	90
Saccotheciaceae	90
Teratosphaeriaceae	90
Solibacteraceae	90
Natrialbaceae	90
Xylariaceae	90
Thyridiaceae	90
Haloferacaceae	90
Microthrixaceae	90
Geodermatophilaceae	90
Halobacteriaceae	90
Rubrobacteraceae	90
Thermoleophilaceae	90
Erysiphaceae	90
Type 4 secretion and conjugative transfer	90
Halanaerobiaceae	90
Trimethylamine-N-oxide operon	90
Sporomusaceae	90
Aspergillaceae	90
Herpotrichiellaceae	90
Pleosporaceae	90
Chitinophagaceae	90
Hymenobacteraceae	90
Crocinitomicaceae	90
Calotrichaceae	90
Glossinidae	90
Sulfolobaceae	90
mag_38453	90
Curculionidae	90
D-allose utilzation	90
Desulfocapsaceae	90
Cytochrome b6-f complex in plants (plastidial) and cyanobacteria	90
Novispirillaceae	90
Desulfobacteraceae	90
Sphingomonadaceae	90
Sphingosinicellaceae	90
Oxalobacteraceae	90
Sutterellaceae	90
Gallionellaceae	90
Carotenogenesis related cluster	90
Biofilm Adhesin Biosynthesis	90
Phocidae	90
Competibacteraceae	90
Nevskiaceae	90
mag_38631	90
mag_38649	90
Idiomarinaceae	90
AaeAB efflux system for hydroxylated, aromatic carboxylic acids	90
Shewanellaceae	90
Geobacteraceae	90
Gene Transfer Agent	90
Iodidimonadaceae	90
Caulobacteraceae	90
Gemmataceae	90
Pirellulaceae	90
Caligidae	90
Parvibaculaceae	90
Acidithiobacillaceae	90
Plasmodiidae	90
Thermaceae	90
Oppiidae	90
mag_38732	90
mag_46699	90
Chromulinaceae	90
Flexistipitaceae	90
Hexose phosphate transport system	90
Chelatococcaceae	90
mag_39815	90
Hemiselmidaceae	90
Cordycipitaceae	91
Sciaridae	91
Darwinulidae	91
Piscirickettsiaceae	91
Azonexaceae	91
Iridoviridae	91
Alcaligenaceae	91
Beijerinckiaceae	91
Elioraeaceae	91
Labilitrichaceae	91
Fortieaceae	91
mag_2	91
Conjugative transfer	91
Tetrathionate respiration	91
Rcs two-component regulator of capsule synthesis	91
Integrons	91
Methylhydantoinase	91
Tricarballylate Utilization	91
Indoleacetamide metabolism	91
Nicotinic acid utilization	91
Vir-like type 4 secretion system	91
Nitrilase	91
Oxygen-sensing diguanylate cyclase and phosphodiesterase couple for c-di-GMP control	91
Indole-pyruvate oxidoreductase complex	91
A new toxin - antitoxin system	91
Carbon monoxide induced hydrogenase	91
Agrobacterium opine transport	91
Aromatic amino acid interconversions with aryl acids	91
Resistance to chromium compounds	91
Thermoproteaceae	92
Braconidae	92
Isoniazid inductible proteins cluster	92
Archangiaceae	92
Sapindaceae	92
L-galactonate utilization	92
Prasinodermaceae	92
Spirulinaceae	92
Piptocephalidaceae	92
Pseudanabaenaceae	92
Oscillatoriaceae	92
Scytonemataceae	92
Nostocaceae	92
Mycobacterial multidrug efflux systems implicated in AMR 	92
Neosynechococcaceae	92
Anelloviridae	92
Peptide ABC transport system Sap	92
Togniniaceae	92
Proteaceae	92
Thermithiobacillaceae	92
Betulaceae	92
Budviciaceae	92
Vespertilionidae	92
Hahellaceae	92
Sterolibacteriaceae	92
Castoridae	92
Ferrovaceae	92
Chlorophyll Biosynthesis in plants and prokaryotes	92
Mariprofundaceae	92
Gekkonidae	92
Coenzyme F420 synthesis	92
Ranunculaceae	92
Copper uptake system CopCD	92
Hemiscylliidae	92
Apiaceae	92
D-glucosaminate utilization	92
Procellariidae	92
Rhizobiaceae	92
Pleomorphomonadaceae	92
Kosmotogaceae	92
Myrtaceae	92
Lichenihabitantaceae	92
Ahrensiaceae	92
Hopanoid biosynthesis	92
CytR regulation	92
Chamaesiphonaceae	92
Cryomorphaceae	92
Herpetosiphonaceae	92
Microbotryaceae	92
Tricladiaceae	92
Gaiellaceae	92
Eremomycetaceae	92
Microthyriaceae	92
Conexibacteraceae	92
TonB-ExbBD energy transducing system	92
Agaricaceae	92
Elsinoaceae	92
Peniophoraceae	92
Spirosomataceae	92
Ktedonosporobacteraceae	92
Fimbriimonadaceae	92
Hericiaceae	92
Melanommataceae	92
Transcriptional regulator AfsR	92
Phaeosphaeriaceae	92
Fistulinaceae	92
Actinidiaceae	92
Williamwhitmaniaceae	92
Gloeophyllaceae	92
Grifolaceae	92
ZraPRS-based zinc resistance	92
mag_43286	92
Aliceevansviridae	92
Roseiflexaceae	92
Parachlamydiaceae	92
Coenagrionidae	92
Criblamydiaceae	92
Paceibacteraceae	92
Cryosericaceae	92
Sporidiobolaceae	92
Hyalellidae	92
Pycnococcaceae	92
Korobacteraceae	92
Ustilaginaceae	92
Diaporthaceae	92
Halorubraceae	92
mag_74	92
Spore germinant receptors	92
Halococcaceae	92
Hoyosellaceae	92
Iamiaceae	92
Straboviridae	92
mag_54377	93
mag_38645	93
mag_44774	93
mag_40706	93
mag_40287	93
mag_41841	93
mag_39169	93
mag_40440	93
mag_41416	93
mag_44167	93
mag_39420	93
mag_38817	93
mag_40534	93
mag_42309	93
mag_39376	93
mag_39653	93
mag_46240	93
mag_39339	93
mag_39735	93
mag_39970	93
mag_46522	93
mag_45513	93
mag_41673	93
mag_44235	93
mag_46635	93
mag_40444	93
mag_46737	93
mag_40430	93
mag_41420	93
mag_39953	93
mag_42165	93
mag_39755	93
mag_39599	93
mag_41787	93
mag_38157	93
Dictyosteliaceae	93
mag_38106	93
mag_38501	93
mag_40945	93
mag_43762	93
mag_38516	93
mag_43360	93
mag_38352	93
mag_43217	93
mag_38363	93
mag_39649	94
mag_48712	94
mag_38354	94
mag_39957	94
mag_48771	94
mag_40922	94
mag_43985	94
mag_42399	94
mag_48322	94
mag_42398	94
L-ascorbate utilization (and related gene clusters)	94
mag_44151	94
mag_43300	94
mag_43411	94
mag_41995	94
mag_40453	94
mag_39870	94
mag_39867	94
Fasciolidae	94
mag_38026	94
mag_44227	94
mag_42088	94
mag_43523	94
mag_43891	94
mag_42692	94
mag_43170	94
mag_3106	94
mag_43099	94
mag_45020	94
mag_39165	94
mag_57968	94
Carnobacteriaceae	94
mag_41432	94
mag_40326	94
mag_44521	94
mag_39828	94
mag_45745	94
mag_41212	94
mag_45424	94
mag_42915	94
mag_45540	94
mag_42327	94
mag_45229	94
mag_45701	94
mag_42481	94
mag_42376	94
mag_38357	95
mag_37657	95
mag_39645	95
Aerococcaceae	95
mag_38963	95
alpha-glucoside ABC transporter	95
mag_38252	95
mag_46289	95
Bacillales Family X. Incertae Sedis	95
mag_41639	95
mag_37661	95
mag_37774	95
Thermovirgaceae	95
Phytoseiidae	95
mag_41424	95
mag_40961	95
Citrate lyase	95
mag_37802	95
Desulfonauticaceae	96
Hadarchaeaceae	96
Picrophilaceae	96
mag_3025	96
mag_3030	96
mag_24718	96
Acaryochloridaceae	96
Cyprinidae	96
mag_179	96
Mustelidae	96
Bryobacteraceae	96
Symphyonemataceae	96
mag_3078	96
Psilotaceae	96
mag_38432	96
Entomoplasmataceae	96
Serrasalmidae	96
Pipidae	96
Desulfoplanaceae	96
Sigmoideomycetaceae	96
Pontiellaceae	96
Lewinellaceae	97
Trichocomaceae	97
Symbiobacteriaceae	97
Calditrichaceae	97
Natranaerofabaceae	97
Opitutaceae	97
Cellulosilyticaceae	97
D-arabinitol utilization	97
Desulfitobacteriaceae	97
Glycerol ABC transporter	97
mag_37730	97
MazEF toxin-antitoxing (programmed cell death) system	97
Polypteridae	98
Cardiobacteriaceae	98
Hyellaceae	98
Stegostomatidae	98
Natronincolaceae	98
Ictaluridae	98
mag_42145	98
Roseivirgaceae	98
mag_39387	98
Aphanothecaceae	98
mag_37938	98
Tepidimicrobiaceae	98
Spiroplasmataceae	98
Manidae	98
Alopiidae	98
mag_45946	98
mag_42894	98
Scyliorhinidae	98
Sulfurospirillaceae	98
mag_18	98
mag_37684	98
Pyroglyphidae	98
Aminiphilaceae	98
mag_3137	98
Pseudobacteriovoracaceae	98
Hylobatidae	99
Ketobacteraceae	99
mag_39276	99
mag_8	99
mag_37977	99
Attheyaceae	99
Dasyuridae	99
Ramazzottiidae	99
Leuciscidae	99
Tetranychidae	99
Gobiidae	99
Cichlidae	99
Circaeasteraceae	99
Buthidae	99
Apusomonadidae	99
Varunidae	99
Tilletiaceae	99
Ditrichaceae	99
Scarabaeidae	99
mag_39364	99
Desertifilaceae	99
Nitidulidae	99
mag_44317	99
Rhincodontidae	99
Rajidae	99
Parvoviridae	99
Adrianichthyidae	99
Eubacteriales Family XII. Incertae Sedis	100
Campylobacteraceae	100
Syntrophomonadaceae	100
Heliobacteriaceae	100
Oxaloacetate decarboxylase Na-pump	100
dTDP-rhamnose synthesis -- gjo	101
dTDP-rhamnose synthesis	101
DAP (1,3-diaminopropane) production	101
Translation initiation factors, bacterial	102
RNA processing and degradation, bacterial	102
Mupirocin resistance	103
tRNA aminoacylation, Ile	103
Antibiotic targets in protein synthesis	103
tRNA aminoacylation, Pro	104
Galactose utilization	104
Riboflavin, FMN and FAD biosynthesis in Archaea	104
Streptococcal Hyaluronic Acid Capsule	105
Sulfoquinovose biosynthesis cluster	105
Dpp dipeptide ABC transport system	105
Two cell division clusters relating to chromosome partitioning	105
Aspartate to Homoserine module	106
Ribonuclease H	106
Pentose phosphate pathway	107
DNA repair, bacterial RecBCD pathway	107
DNA repair system including RecA, MutS and a hypothetical protein	108
Folate biosynthesis cluster	108
tRNA aminoacylation, Phe	108
Phenylalanine and Tyrosine synthesis 1	108
Fe-S cluster assembly	109
Aspartate to Threonine Module	109
tRNA aminoacylation, Trp	109
rRNA modification related cluster including tlyA	109
Heat shock dnaK gene cluster extended	110
Glycolysis and Gluconeogenesis, including Archaeal enzymes	110
Cluster containing Glutathione synthetase	110
Copper homeostasis: copper tolerance	111
Colicin V and Bacteriocin Production Cluster	111
Ribosome LSU, bacterial	111
Ribosomal proteins, single-copy	111
Translation termination factors, bacterial	112
RNA polymerase, bacterial	112
A Hypothetical Protein Related to Proline Metabolism	112
Antibiotic targets in cell wall biosynthesis	112
Cardiolipin biosynthesis	113
Stringent Response, (p)ppGpp metabolism	113
D-tyrosyl-tRNA(Tyr) deacylase	113
Biogenesis of c-type cytochromes	113
Sporulation-associated proteins with broader functions	113
Cluster related to 2-thiouridine modification of tRNAs	114
tRNA aminoacylation, His	114
Amino acid racemase	114
tRNA aminoacylation, Tyr	115
