Feature	Cluster
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division initiation related cluster; Peptidoglycan lipid II flippase MurJ	270
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein targeting, sorting, translocation; Twin-arginine translocation system; Twin-arginine translocation protein TatA	270
Metabolism; Metabolite damage and its repair or mitigation; ; Nudix proteins (nucleoside triphosphate hydrolases); Nudix hydrolase family protein PA3470	270
Metabolism; Cofactors, Vitamins, Prosthetic Groups; NAD and NADP; NAD and NADP cofactor biosynthesis global; Niacin transporter NiaP	270
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein folding; Peptidyl-prolyl cis-trans isomerase; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)	270
Metabolism; Cofactors, Vitamins, Prosthetic Groups; NAD and NADP; NAD and NADP cofactor biosynthesis bacterial; Niacin transporter NiaP	270
RNA Processing; RNA Processing; RNA processing and modification; RNA pseudouridine synthases; Pseudouridine synthase (EC 4.2.1.70), PA2043 type	271
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Lipoic acid; Lipoic acid metabolism; Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	272
Metabolism; Amino Acids and Derivatives; Alanine, serine, and glycine; Glycine cleavage system; Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	272
Metabolism; Carbohydrates; CO2 fixation; Photorespiration (oxidative C2 cycle); Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	272
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Diaminopimelate Synthesis ; N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2	272
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Lipoic acid; Lipoylated proteins; Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	272
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Lysine DAP biosynthetic pathway; N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2	272
Energy; Respiration; ; Quinone oxidoreductase family; Quinone oxidoreductase (EC 1.6.5.5)	272
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Lysine DAP biosynthetic pathway; N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	273
Metabolism; Metabolite damage and its repair or mitigation; ; Nudix proteins (nucleoside triphosphate hydrolases); Uncharacterized Nudix hydrolase NudL	273
Metabolism; Phosphate Metabolism; ; High affinity phosphate transporter and control of PHO regulon; Phosphate regulon transcriptional regulatory protein PhoB (SphR)	273
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Diaminopimelate Synthesis ; N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	273
Metabolism; Amino Acids and Derivatives; Histidine Metabolism; Histidine Degradation; Histidine transport protein (permease)	273
Metabolism; Metabolite damage and its repair or mitigation; ; Metabolite repair; Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)	274
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Resistance to Ethionamide and Isoniazid; Alkyl hydroperoxide reductase protein C (EC 1.11.1.15)	274
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Diaminopimelate Synthesis ; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	275
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Lysine DAP biosynthetic pathway; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	275
Metabolism; Amino Acids and Derivatives; Proline and 4-hydroxyproline; Proline biosynthesis (for review); Ornithine cyclodeaminase (EC 4.3.1.12)	276
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate; Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	277
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Lipoic acid; Lipoylated proteins; Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	277
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Dehydrogenase complexes; Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	277
Membrane Transport; Membrane Transport; Multidrug efflux systems; Multidrug resistance RND efflux system MexEFOprN; Transcriptional regulator, AcrR family	277
Cellular Processes; Prokaryotic cell type differentiation; Sporulation; Sporulation Cluster; Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	278
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; Nucleoside triphosphate pyrophosphohydrolase MazG; Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)	278
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; TCA Cycle; Fumarate hydratase class II (EC 4.2.1.2)	279
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Resistance to Ethionamide and Isoniazid; NADH dehydrogenase (EC 1.6.99.3)	279
Microbacterium aurugineum	280
Sphingosinicella sp. BN140058	280
Pseudomonas sp. GP01-A3	280
Dactylosporangium vinaceum	280
Ciceribacter thiooxidans	280
Xenophilus sp. L33	280
Pseudoglutamicibacter cumminsii	280
Atribacteria bacterium ADurb.Bin276	280
Oceanicaulis alexandrii	280
Terrisporobacter petrolearius	280
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Biotin; Biotin synthesis cluster; Biotin synthase-related protein, radical SAM superfamily	280
Lysinibacillus sp. D3C2_S12	280
Ornithinimicrobium humiphilum	280
Clostridium sp. MCC328	280
Reyranella sp. MMS21-HV4-11	280
Delftia sp. PE138	280
Taylorbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_41_48	280
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial RecFOR pathway; Single-stranded-DNA-specific exonuclease RecJ, Bacteriophage SPBc2-type	280
Serpentinimonas raichei	280
Nocardioides sp. Leaf307	280
Magasanikbacteria bacterium GW2011_GWC2_37_14	280
Streptosporangiaceae bacterium NEAU-GS5	280
Stieleria tagensis	280
Moorella sp. E308F	280
Alicyclobacillus tengchongensis	280
Rathayibacter sp. PhB127	280
Klebsiella sp. Kpp	280
Vibrio sp. 99-70-13A1	280
Alkalihalobacillus macyae	280
Pseudomonas sp. MPBD4-3	280
Streptomyces xanthophaeus	280
Hydrogenophilales bacterium 17-64-34	280
Noviherbaspirillum pedocola	280
Magasanikbacteria bacterium RIFCSPLOWO2_01_FULL_40_15	280
Fundidesulfovibrio terrae	280
Caenibius sp. WL	280
Luteimonas sp. Y-2-2-4F	280
Sphingosinithalassobacter sp. CS137	280
Staphylococcus sp. GDY8P100P	280
Micromonospora profundi	280
Streptomyces melanosporofaciens	280
Staphylococcus sp. HMSC074D07	280
Staphylococcus sp. FDAARGOS_39	280
Actinokineospora auranticolor	280
Thermodesulfovibrio sp. Kuro-1	280
Salinicoccus halodurans	280
Idiomarina sp.	280
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Osmotic stress; Ectoine, hydroxyectoine uptake and catabolism; Predicted alternative deacetylase in ectoine utilization (replaces DoeB)	280
Enterovibrio nigricans	280
Parafrankia colletiae	280
Westiellopsis prolifica	280
Cyclobacterium sp. SYSU L10401	280
Sphingomonas sp. STIS6.2	280
Mesorhizobium sp. Root157	280
Acinetobacter sp. B51(2017)	280
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Lipopolysaccharide-related cluster in Alphaproteobacteria; FIG043197: Inositol monophosphatase family protein	280
Arthrobacter sp. ZGTC212	280
Dietzia sp. CQ4	280
Vreelandella hamiltonii	280
Gordonia shandongensis	280
Mycolicibacter arupensis	280
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial; DNA-damage-inducible protein I	280
Streptomyces sp. 3213.3	280
Sphingopyxis yananensis	280
Streptomyces griseoruber	280
Mammaliicoccus sp. C-M11	280
Streptomyces philanthi	280
Thermomicrobium roseum	281
Corynebacterium kalinowskii	281
Gulosibacter sp. 10	281
Streptosporangium pseudovulgare	281
Gammaproteobacteria bacterium TMED182	281
Bacillus carboniphilus	282
Lacisediminihabitans changchengi	282
Nocardioides panzhihuensis	282
Luteitalea pratensis	282
Subtercola vilae	283
Bacillus sp. 03113	283
Gottfriedia luciferensis	283
Pseudaminobacter soli	283
Acidobacteriaceae bacterium	283
Burkholderiaceae bacterium 16	283
Rhodococcus yananensis	283
Roizmanbacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_39_7	283
Wolbachia endosymbiont of Atemnus politus	283
Peptoniphilus phoceensis	283
Anaerobacillus sp. CMMVII	283
Cyanothece sp. PCC 7425	283
Microbacterium sp. HSID17254	283
Mycobacterium aquiterrae	283
Comamonadaceae bacterium CG12_big_fil_rev_8_21_14_0_65_59_15	283
Novosphingobium organovorum	283
Microbacterium rhizomatis	283
Rhodococcus sp. IC4_135	283
Frigoribacterium sp. VKM Ac-2836	283
Streptacidiphilus albus	283
Sphingomonas sp. 67-36	283
Dietzia sp. HMSC21D01	283
Paeniglutamicibacter gangotriensis	283
uncultured Capnocytophaga sp.	283
Coxiella endosymbiont of Amblyomma nuttalli	283
Pseudomonas sp. FEN	283
Duganella sp. Leaf61	283
Gluconobacter aidae	283
Woykebacteria bacterium RBG_16_39_9b	283
Streptomyces exfoliatus	283
Thermovibrio guaymasensis	283
Cardinium endosymbiont of Dermatophagoides farinae	283
Elusimicrobia bacterium CG08_land_8_20_14_0_20_59_10	283
Agromyces sp. Root81	283
Daviesbacteria bacterium RIFCSPHIGHO2_02_FULL_43_12	283
Nocardiopsis sp. CNR-923	283
Komagataeibacter sp. FNDCF1	283
Psychrobacter sp. N25K4-3-2	283
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; EutM/PduA/PduJ-like protein clustered with choline trimethylamine-lyase	284
Microcella flavibacter	284
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; EutM/PduA/PduJ-like protein 3 clustered with choline trimethylamine-lyase	284
Salmonella sp. gx-h1	284
Harrisonbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_38_8	284
Lebetimonas natsushimae	284
Exiguobacterium sp. IPCH1	284
Agarilytica rhodophyticola	284
Streptococcus sp. Marseille-Q4154	284
Sphingomonas sediminicola	284
Mycobacterium sp. E342	284
Leifsonia naganoensis	284
Qipengyuania flava	284
Pseudomonas sp. SWRI111	284
Fibrisoma montanum	284
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; Choline utilization transcriptional regulator Dde_3291	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; EutJ-like protein clustered with choline trimethylamine-lyase	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster; PduJ-like protein clustered with choline trimethylamine-lyase	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster; EutN-like protein clustered with choline trimethylamine-lyase	285
Streptococcus sp. NM	285
Mycolicibacterium sp. YH-1	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; Choline trimethylamine-lyase activating enzyme	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; PduL-like protein clustered with choline trimethylamine-lyase	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; Choline trimethylamine-lyase	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; PduJ-like protein clustered with choline trimethylamine-lyase	285
Levybacteria bacterium RIFCSPLOWO2_02_FULL_36_8b	285
Enterococcus sp. 12F9_DIV0723	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; EutQ-like protein clustered with choline trimethylamine-lyase	285
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate formate-lyase cluster with possible role in choline utilization; EutN-like protein clustered with choline trimethylamine-lyase	285
Pseudofrankia sp. DC12	286
Saccharopolyspora dendranthemae	286
Microbacterium sp. T32	286
Ktedonobacter sp. 13_2_20CM_2_56_8	287
Cellular Processes; Cell Cycle, Cell Division and Death; ; Cell division cluster; Cell division inhibitor SulA	287
Streptomyces antimycoticus	287
Pseudobythopirellula maris	288
Betaproteobacteria bacterium RBG_16_58_11	288
Glutamicibacter mysorens	288
Pseudomonas haemolytica	288
Alphaproteobacteria bacterium MarineAlpha3_Bin7	288
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Cysteine synthesis; cystathionine gamma-lyase	288
Sedimenticola endophacoides	288
Microbacterium humi	288
Pseudoalteromonas haloplanktis	288
Sphaerisporangium corydalis	288
Leptolyngbyaceae cyanobacterium JSC-12	288
Agarivorans sp. B2Z047	288
Bradyrhizobium sp. Leaf396	288
Amesbacteria bacterium RIFCSPHIGHO2_01_FULL_48_32b	288
Legionellales bacterium RIFCSPHIGHO2_12_FULL_35_11	288
Vibrio hippocampi	288
Mesomycoplasma molare	288
Verrucomicrobia bacterium 13_1_20CM_4_54_11	288
Herminiimonas arsenicoxydans	288
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Coenzyme F420; Coenzyme F420 synthesis; 7,8-didemethyl-8-hydroxy-5-deazariboflavin ABC transporter, ATP-binding protein	288
Paucibacter aquatile	288
Frankia nepalensis	288
Gimesia benthica	288
Pseudomonas taetrolens	288
Kordia algicida	288
Rhodococcus phenolicus	288
Actinomadura terrae	288
Parcubacteria group bacterium GW2011_GWF2_46_8	288
Pseudoalteromonas sp. S201	288
Bacillus sp. SRB_8	288
Henriciella litoralis	288
Paenibacillus chitinolyticus	288
Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_35	288
Methylophilus methylotrophus	288
Wolfebacteria bacterium CG18_big_fil_WC_8_21_14_2_50_39_7	288
Corynebacterium sp. HMSC072G08	288
Micromonospora avicenniae	288
Amphritea balenae	288
Halalkalibacter nanhaiisediminis	288
Flavobacterium terrigena	288
Metabolism; Carbohydrates; CO2 fixation; Carboxysome; Carboxysome shell protein CsoS2	288
Streptomyces sp. RLB3-6	288
Algoriphagus sp. NBT04N3	288
Nomurabacteria bacterium GWB1_40_6	288
Fictibacillus sp. 23RED33	288
Marinomonas communis	288
Pseudomonas sp. PDM16	288
Paraburkholderia sp. BL6665CI2N2	288
Smithella sp. SCADC	288
Halomonas urumqiensis	288
Rokubacteria bacterium CSP1-6	288
Streptomyces sp. SID14478	289
Marinomonas sp.	289
Mycobacterium sp. SMC-4	289
Amycolatopsis saalfeldensis	289
Flavobacterium sp. TR2	289
Halobacillus locisalis	289
Bacillus arachidis	289
Proteobacteria bacterium ST_bin11	289
Gracilibacillus sp. YIM 98692	289
Deltaproteobacteria bacterium HGW-Deltaproteobacteria-15	289
Flavobacteriaceae bacterium TMED81	289
candidate division Zixibacteria bacterium SM23_73	289
Dokdonia sp. PRO95	289
Denitrificimonas caeni	289
Streptomyces lateritius	289
Goekera deserti	289
Gordonia jinghuaiqii	289
Histidinibacterium lentulum	289
Tessaracoccus lapidicaptus	289
Pseudomonas sp. Irchel 3E13	289
Nostoc sp. C057	289
Thiococcus pfennigii	289
Firmicutes bacterium CAG:341	289
Gammaproteobacteria bacterium HGW-Gammaproteobacteria-15	289
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Electrophile toxicity; Methylglyoxal resistance in Bacillus subtilis; Lactoylbacillithiol lyase	289
Lysinibacillus composti	289
Massilia sp. CCM 8734	289
Thalassotalea sp. G2M2-11	289
Sulfurimonas marisnigri	289
Nocardioides sp. GY 10127	289
Chryseobacterium glaciei	289
Nocardioides alpinus	289
Streptomyces sp. 2314.4	289
Marinobacterium sediminicola	289
Lysobacter segetis	289
Ruminococcus champanellensis	289
Enterococcus moraviensis	289
Rhodococcus yunnanensis	289
Chitinophaga sp. YR627	289
Rhodoferax sp. TH121	289
Thiobacillus thioparus	289
Vogesella sp. AC12	289
Paenibacillus sp. CECT 9249	289
Streptomyces violascens	289
Ruminococcus sp. AF37-3AC	289
Gulosibacter bifidus	289
Mucilaginibacter ginsenosidivorax	289
Paenibacillus sp. oral taxon 786	289
Flavihumibacter petaseus	289
Legionella sp. 21-45-4	289
Quadrisphaera setariae	289
Chloroflexi bacterium RBG_13_54_9	289
Regulation And Cell Signaling; Regulation and Cell signaling; ; Cyclic Di-GMP Turnover Proteins; Diguanylate cyclase (EC 2.7.7.65) => DgcT	289
Bathymodiolus heckerae thiotrophic gill symbiont	289
Rahnella victoriana	289
Pseudomonas sp. BBP2017	289
Paenibacillus sp. UKAQ_18	289
Streptomyces sp. CT34	289
Paraburkholderia pallida	289
Rhodococcus sp. MEB064	289
Shimia litoralis	289
Leifsonia sp. Root227	289
Nomurabacteria bacterium GW2011_GWB1_40_7	289
Vreelandella boliviensis	289
DNA Processing; DNA Processing; DNA recombination; DNA recombination, archaeal; DNA repair and recombination protein RadB	289
Hyphomonas pacifica	289
Streptomyces lomondensis	290
Rufibacter sp. LB8	290
Bacteriovorax sp. MedPE-SWde	290
Chlamydia psittaci	290
Agrobacterium sp. T29	290
Membrane Transport; Membrane Transport; Multidrug efflux systems; Tripartite multidrug efflux systems (of RND type) in Pseudomonas; type I secretion outer membrane protein, TolC family	290
Membrane Transport; Membrane Transport; Protein secretion system, Type I; Type I secretion systems disambiguation; type I secretion outer membrane protein, TolC family	290
Mycolicibacterium sp. P9-64	290
Cohnella fermenti	290
Streptomyces palmae	290
Actinopolyspora erythraea	290
Crassaminicella indica	290
Dyadobacter jiangsuensis	290
Winogradskyella psychrotolerans	290
Streptomyces sp. 846.5	290
Marinagarivorans algicola	290
Pseudovibrio sp. JE062	290
Salinicoccus albus	290
Mesotoga sp. HF07.pep.5.2.highcov	290
Marinicauda algicola	290
Sphaerotilus sp. FB-5	290
Streptomyces sp. T1317-0309	290
Streptomyces guryensis	290
Rhodococcus sp. ACPA1	290
Actinacidiphila glaucinigra	290
Peregrinibacteria bacterium CG_4_9_14_0_2_um_filter_53_11	290
Geobacter sulfurreducens	290
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Threonine anaerobic catabolism gene cluster; Threonine catabolic operon transcriptional activator TdcA	290
Erwinia sp. JH02	290
Gemmatimonadetes bacterium 13_1_40CM_2_60_3	290
Streptomonospora nanhaiensis	290
Streptomyces triticagri	290
Kocuria salsicia	290
Kerfeldbacteria bacterium CG08_land_8_20_14_0_20_40_16	290
Rhodococcus sp. DK17	290
Chloroflexus aurantiacus	290
Arthrobacter sp. BF1	290
Tepidibacillus decaturensis	291
Cryobacterium sp. TMT1-66-1	291
Pseudomonas sp. MPR-R2A6	291
Pelagibacter sp. IMCC9063	291
Shouchella miscanthi	291
Gilvimarinus agarilyticus	291
Rhodoluna planktonica	291
Halomonas daqiaonensis	291
Desulfobacteraceae bacterium 4572_35.2	291
Comamonadaceae bacterium OH2545_COT-014	291
Aeromonas sp. RU39B	291
Mycobacterium sp. 1165178.9	291
Mycobacterium decipiens	291
Streptomyces dysideae	291
Energy; Photosynthesis; Electron transport and photophosphorylation; Photosystem I; Photosystem I subunit IX (PsaJ)	291
Vibrio sp. CyArs1	291
Rhodococcus sp. MSC1_016	291
Actinacidiphila cocklensis	291
Streptomyces sp. BA2	291
Streptomyces triticiradicis	291
Metabolism; Carbohydrates; Monosaccharides; An Arabinose Sensor; Response regulator for an arabinose sensor	291
Pseudanabaena sp. UWO310	291
Limnothrix sp. PR1529	291
Pseudogulbenkiania ferrooxidans	291
Paenibacillus sp. FSL H7-0357	291
Alloyangia pacifica	291
Streptomyces sp. SID2131	291
Bradyrhizobium sp. 150	291
Acidithiobacillus sulfurivorans	291
Acidovorax sp. 93	291
Brachybacterium sp. AG952	291
Burkholderia guangdongensis	291
Mycolicibacterium rutilum	291
Halanaerobium sp. DL-01	291
Actinomadura litoris	291
Nocardioides sp. SYSU D00778	291
Oleiphilus sp. HI0067	291
Tahibacter aquaticus	291
Gardnerella greenwoodii	291
Acidovorax sp. 106	291
Lentzea waywayandensis	291
Chloroflexi bacterium RBG_13_60_13	291
Caldilineales bacterium	291
Nocardia sp. MDA0666	291
Dyella japonica	291
Clostridium yunnanense	291
Exiguobacterium sp. s146	291
Nocardioides sp. SYSU D00038	291
Acinetobacter septicus	291
Acinetobacter sp. NIPH 1852	291
RNA Processing; RNA Processing; Transcription; RNA polymerase, archaeal; DNA-directed RNA polymerase subunit D (EC 2.7.7.6)	291
Modestobacter roseus	291
Streptomyces libani	291
Pseudomonas sp. SWI44	291
Rokubacteria bacterium GWC2_70_16	291
Actinoplanes hulinensis	291
Streptomyces sp. RLB1-33	291
Caenimonas aquaedulcis	292
Pseudomonas sp. FSL R10-0765	292
Microbacterium sp. GbtcB4	292
Arthrobacter sp. zg-Y238	292
Microbacterium sp. K35	292
uncultured Nitrospirae bacterium MY3-5B	292
Caloramator fervidus	292
Nonomuraea aurantiaca	292
Arthrobacter beigongshangensis	292
Alphaproteobacteria bacterium MedPE-SWcel	292
Nocardiopsis quinghaiensis	292
Pseudomonas neuropathica	292
Arthrobacter sp. Soil762	292
Leucobacter tardus	292
Actinomadura violacea	292
Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_11	292
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; TonB-ExbBD energy transducing system; TonB-ExbBD energy transducing system, ExbB subunit	292
Blautia sp. MCC283	292
Wildermuthbacteria bacterium RIFCSPLOWO2_01_FULL_48_16	292
Rhodococcus sp. PvP104	292
Streptomyces sp. MP131-18	292
Flavobacterium sp. GT3R68	292
Bacillus dakarensis	292
Desulfuromonas sp. CSMB_57	292
Paenibacillus sp. YPG26	292
Mycobacterium sp. 852002-51163_SCH5372311	292
Lysinibacillus sp. FJAT-14745	292
Flavobacterium sp. KBS0721	292
Enterovibrio escacola	292
Planctomycetes bacterium RBG_13_62_9	292
Georgenia faecalis	292
Litchfieldia alkalitelluris	292
Olavius sp. associated proteobacterium Delta 1	292
Sneathiella sp. P13V-1	292
Aurantiacibacter marinus	292
Bradyrhizobium sp. LTSPM299	292
Streptomyces sp. WM6368	292
Novosphingobium sp. SG707	292
Ectobacillus funiculus	292
Caedibacter sp. 38-128	292
Membrane Transport; Membrane Transport; Protein secretion system, Type VI; Type VI secretion system; Type VI secretion-related protein VasL	292
Mixta gaviniae	292
Nomurabacteria bacterium RIFCSPHIGHO2_02_FULL_35_13	292
Metabolism; Carbohydrates; CO2 fixation; Acetyl-CoA Pathway Wood-Ljungdahl; Acetyl-CoA synthase corrinoid activation protein	292
Streptomyces canus	292
Streptomyces caeruleatus	292
Rivularia sp. PCC 7116	292
Aphanocapsa feldmannii	292
Synechococcales bacterium UBA12195	292
Halomonas sp. DP5Y7-2	292
Mycoplasmoides pirum	292
Polaribacter aestuariivivens	292
Vagococcus luciliae	292
Nocardia acididurans	292
Xinfangfangia pollutisoli	292
Paenibacillus bouchesdurhonensis	292
Echinicola vietnamensis	292
Micromonospora sp. WMMA1996	292
Sphingopyxis terrae	292
Miscellaneous; Prophages, Transposable elements, Plasmids; ; Gene Transfer Agent; Gene Transfer Agent tail protein	292
Pseudomonas baetica	292
Desulfobacterales bacterium SG8_35_2	292
Synechococcus sp. Cruz CV12-2-Slac-r	292
Methylomonas sp. SURF-2	292
Streptomyces sp. F63	292
Stenotrophomonas nematodicola	292
candidate division WWE3 bacterium CG_4_10_14_0_2_um_filter_42_8	292
Blautia sp. MCC270	292
uncultured bacterium Contigcl_1794	292
Bacteroidetes bacterium GWA2_31_9	292
Halomonas nitroreducens	293
Paenibacillus sp. OK076	293
Paenibacillus sp. DMB5	293
Billgrantia zhangzhouensis	293
Arthrobacter gengyunqii	293
Flavobacteriaceae bacterium GSB9	293
Streptomyces adelaidensis	293
Solemya velesiana gill symbiont	293
Allochromatium palmeri	293
Limnohabitans sp. Jir72	293
Bradyrhizobium sp. WBAH42	293
Spirulina subsalsa	293
Shewanella psychrophila	293
Shewanella marina	293
Methylobacterium organophilum	293
Cellvibrio sp. OA-2007	293
Pseudoalteromonas sp. Z1A2	293
Cellvibrio sp. pealriver	293
Methylobacterium sp. WL19	293
Cell Envelope; Cell Envelope, Capsule and Slime layer; Cell wall of Mycobacteria; Biosynthesis of Arabinogalactan in Mycobacteria; UDP-galactopyranose mutase	293
Pseudoalteromonas sp. MSK9-3	293
Methylorubrum sp. GM97	293
Acinetobacter sedimenti	293
Synergistales bacterium 53_16	293
Actinacidiphila guanduensis	293
Acinetobacter sp. TUM15383	293
Brucella sp. NVSL 07-0026	293
Desulfarculaceae bacterium	293
Staphylococcus sp. 52717	293
Nostoc punctiforme	293
Acinetobacter tianfuensis	293
Cell Envelope; Cell Envelope, Capsule and Slime layer; Gram-Negative (Diderm) cell wall components; Enterobacterial common antigen (LPS O-antigen); dTDP-fucosamine acetyltransferase (EC 2.3.1.210)	293
Hapalosiphon sp. MRB220	293
[Enterobacter] lignolyticus	293
Blastococcus sp. DSM 46786	293
Protein Processing; Protein Synthesis; Translation; Translation initiation factors, eukaryotic and archaeal; Translation initiation factor 2B alpha/beta/delta-type subunit	293
Alteromonas aestuariivivens	293
gamma proteobacterium IMCC1989	293
Microcystis sp. M_QC_C_20170808_M9Col	293
Kroppenstedtia eburnea	293
Blautia coccoides	293
Miscellaneous; Prophages, Transposable elements, Plasmids; ; Gene Transfer Agent; Gene Transfer Agent prohead protease	293
Zoogloea ramigera	293
Alkalihalophilus marmarensis	293
Marinobacter lutaoensis	293
Buttiauxella izardii	293
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds; Vancomycin resistance, D-Ala-D-Ser, D-Ala-Lac ligases; D-alanine--D-serine ligase (EC 6.3.2.35) => VanG	293
Corynebacterium suicordis	293
Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_45_9	293
Dyadobacter sp. 50-39	293
Actinomadura harenae	293
Massilia phyllostachyos	293
Pedobacter endophyticus	293
Cedecea sp. NFIX57	293
Energy; Respiration; Electron accepting reactions; Fe(III) respiration - Shewanella type; outer membrane protein, MtrE	293
Metabolism; Iron acquisition and metabolism; Siderophores; Siderophore Aerobactin; Ferric aerobactin ABC transporter, periplasmic substrate binding protein	293
Paracoccus indicus	293
Bacteroidetes bacterium HGW-Bacteroidetes-1	293
Actinomadura sp. 7K534	293
Bdellovibrionales bacterium RIFOXYB2_FULL_36_6	293
Thermocrinis minervae	293
Fodinibius salinus	293
Capillimicrobium parvum	293
Thermomonospora echinospora	293
Dyadobacter sp. SG02	293
Sphingosinicella ginsenosidimutans	293
Enterobacter cloacae complex sp. ECNIH16	293
Energy; Respiration; Hydrogenases; Carbon monoxide induced hydrogenase; Carbon monoxide dehydrogenase CooS subunit (EC 1.2.7.4)	293
Pseudoruegeria aquimaris	293
Pedobacter sp. PAMC26386	293
Metabolism; Nitrogen Metabolism; ; Cyanate hydrolysis; Cyanate transport protein CynX	293
Protein Processing; Protein Fate (folding, modification, targeting, degradation); Protein folding; Protein chaperones; DnaK-like chaperone protein slr0086	293
Beckwithbacteria bacterium GW2011_GWB1_47_15	293
